OTU_id	CM30c60-A	CM30c60-B	CM30c28-N	CM30c28-P	CM30b58-I	CM30c37-L	CM30c62-D	CM30c30-N	Plot08-I	Plot03-N	Plot07-N	LB1-A	CM30c37-E	LB5-I	CM30b60-M	CM30c30-L	Plot04-N	LB5-A	Plot07-M	CM30c39-A	CM30c62-M	Plot04-A	Plot03-H	CM30c51-H	CM30c53-I	CM30c51-I	CM30b58-C	LB1-E	CM31a5-A	Plot08-O	Plot05-I	Plot01-B	CM30c-O	CM30b60-E	CM30c39-E	Plot02-M	CM30c-P	CM30c35-D	CM30d12-H	CM30d12-L	CM30c46-D	CM30c44-B	CM30c35-B	CM30d3-L	CM30b51-B	Plot06-I	Plot06-N	Plot05-N	CM30c46-O	CM30b51-M	CM30d3-D	CM31a5-B	Plot01-L	CM30c53-B	Plot02-C	CM30c44-C
M01895_13_000000000-ABYEE_1_1112_13157_25318|gene_18S	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	0	0
M01895_13_000000000-ABYEE_1_1105_18789_16514|gene_18S	3	1	0	2	0	1	0	1	1	8	6	0	3	9	0	5	7	1	1	0	0	39	0	0	1	0	0	1	1	0	2	3	1	0	1	0	1	6	8	13	1	2	2	0	4	1	3	0	1	0	10	0	3	5	1	0
M01895_13_000000000-ABYEE_1_1106_23599_12220|gene_18S	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	4	2	0	5	0	64	1	0	0	0	0	3	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	2	0	0	0	2	1	0	3	0	1	0	1	0
M01895_13_000000000-ABYEE_1_1110_14134_14130|gene_18S	1	2	2	12	0	0	0	0	0	0	0	1	0	2	0	1	0	1	1	0	1	0	0	0	0	0	0	5	0	1	1	0	0	0	0	0	0	1	0	1	0	0	6	2	0	1	0	0	0	1	5	0	0	3	0	0
M01895_13_000000000-ABYEE_1_2105_4764_14430|gene_18S	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	3	0	0	0	3	0	0	0	0	0	6	0	17	0	0	0	2	0	0	0	0	3	0	0	1	0	0	0	2	1	0	3	0	9	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2106_5938_12069|gene_18S	0	8	0	5	1	0	0	5	1	5	0	2	0	17	1	2	15	8	2	1	0	18	4	1	3	1	3	34	0	8	0	1	0	0	0	0	3	0	2	4	1	2	0	7	7	7	9	1	2	3	23	0	0	2	4	2
M01895_13_000000000-ABYEE_1_1101_4757_15600|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	1	66	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_10263_12040|gene_18S	0	0	2	1	2	0	1	0	0	0	1	0	0	3	1	0	0	0	1	0	2	4	3	2	0	9	0	0	0	3	2	0	0	3	0	0	1	0	0	1	0	0	0	2	0	2	0	10	0	0	2	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1105_20653_24707|gene_18S	0	0	6	0	2	1	0	0	2	1	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	2	1	0	2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	2	10	0	0	14	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_14865_15547|gene_18S	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_21335_4054|gene_18S	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	35	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_14101_5817|gene_18S	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_16727_21647|gene_18S	18	12	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_16141_7893|gene_18S	0	0	29	0	1	0	0	0	5	0	0	1	0	12	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0
M01895_13_000000000-ABYEE_1_1102_6863_4603|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01895_13_000000000-ABYEE_1_1101_13413_4086|gene_18S	0	0	0	0	0	0	0	9	0	0	0	10	0	15	0	26	0	0	0	0	0	0	6	0	0	0	0	38	0	16	0	0	0	0	0	0	0	0	0	0	1	0	4	19	0	0	0	0	24	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_4318_14227|gene_18S	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01895_13_000000000-ABYEE_1_2114_18022_19627|gene_18S	0	0	0	0	0	0	0	0	1	0	1	1	0	7	0	0	1	0	6	0	0	0	1	0	0	0	0	8	0	14	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	25	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_6800_6790|gene_18S	0	0	20	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_2102_24935_21237|gene_18S	1	1	3	0	3	1	2	3	0	4	3	3	0	16	3	8	1	10	3	1	1	2	9	0	3	3	0	2	1	12	0	1	0	0	0	0	2	0	0	0	0	0	0	1	3	5	0	11	13	3	7	0	1	0	0	1
M01895_13_000000000-ABYEE_1_1105_25604_7398|gene_18S	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	12	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	3	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_21042_10850|gene_18S	0	0	6	3	4	2	0	1	6	2	2	4	2	2	0	0	0	10	6	0	0	7	1	1	3	1	0	1	3	2	2	0	1	1	1	2	8	0	0	3	0	0	0	21	6	2	0	0	0	2	4	1	0	14	0	2
M01895_13_000000000-ABYEE_1_1102_20777_20389|gene_18S	0	0	1	49	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0
M01895_13_000000000-ABYEE_1_2109_11697_24181|gene_18S	4	0	3	0	0	3	0	0	0	0	0	5	2	7	0	3	0	5	2	0	1	4	0	1	0	1	0	0	1	0	4	2	0	0	0	1	0	0	0	0	1	1	0	0	0	1	5	22	0	0	0	0	1	0	0	2
M01895_13_000000000-ABYEE_1_1110_26890_11977|gene_18S	1	2	0	1	0	3	0	0	0	0	6	5	1	5	0	1	1	1	3	0	2	1	0	9	0	0	2	2	13	0	2	4	0	0	0	1	0	1	0	0	4	0	1	3	1	0	4	4	0	4	13	1	0	1	2	0
M01895_13_000000000-ABYEE_1_1108_21193_7543|gene_18S	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	2	31	5	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_20947_10213|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_19910_14391|gene_18S	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	32	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	191	0	0	1	0	1	0	0	0	137	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_1110_4188_15112|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	23	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	3	1	0	0	4	0	0	1	0	0
M01895_13_000000000-ABYEE_1_1101_19500_18039|gene_18S	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01895_13_000000000-ABYEE_1_2105_6632_16175|gene_18S	0	0	49	0	4	1	14	10	1	2	0	1	0	5	1	5	34	38	1	1	44	11	0	1	16	0	0	4	0	13	25	0	2	2	0	148	4	0	11	4	1	1	0	9	0	1	0	1	6	10	4	0	0	9	0	0
M01895_13_000000000-ABYEE_1_1101_8048_25702|gene_18S	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	4	0	0	0	0	0	0	1	6	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2113_2424_16254|gene_18S	2	12	0	0	1	3	0	2	10	25	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	8	2	0	2	0	2	9	8	0	0	5	0	0	1	0	0	1	0	0	0	0	1	0	0	6	0	0
M01895_13_000000000-ABYEE_1_1104_26270_14772|gene_18S	0	2	2	0	0	0	0	13	0	0	0	1	1	7	0	6	0	18	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	0	6	2	0	1	0	0
M01895_13_000000000-ABYEE_1_1110_25066_11970|gene_18S	7	0	2	1	19	0	0	16	0	0	0	10	0	1	1	0	0	6	0	0	0	0	0	0	1	0	0	2	0	3	0	2	5	4	0	0	4	0	0	0	0	0	0	13	0	0	0	0	0	0	4	1	0	4	0	0
M01895_13_000000000-ABYEE_1_2102_10665_12708|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	4	0	1	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	0	0	1	0	0	2	0	0	0	0	0	15	0	0
M01895_13_000000000-ABYEE_1_1102_3751_12502|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1113_12924_15626|gene_18S	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	8	3	1	0	0	0	0	0	0	0	2	0	0	2	0	1	2	0	7	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1110_8341_9623|gene_18S	0	0	0	2	0	0	0	2	0	0	1	0	1	7	0	1	0	2	0	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	2	2	0	0	0	1	5	1	0	0	0	0	0	3	0	0	0	3	0
M01895_13_000000000-ABYEE_1_2104_14407_22145|gene_18S	0	4	4	7	0	0	0	0	0	3	0	2	0	1	0	0	8	1	0	0	4	0	2	0	3	0	1	0	4	0	8	0	1	0	0	0	1	0	0	0	1	0	5	0	0	0	0	0	3	2	0	1	0	7	2	0
M01895_13_000000000-ABYEE_1_1101_19803_17791|gene_18S	2	49	0	0	0	0	0	0	0	0	0	0	116	0	2	0	0	0	0	27	0	7	0	239	0	619	43	0	0	0	0	11	0	3	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	11	0	0	3
M01895_13_000000000-ABYEE_1_1105_27202_13553|gene_18S	0	0	0	0	0	0	0	0	0	0	43	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	13	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_14876_9278|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2107_8323_16770|gene_18S	1	1	7	6	6	1	4	0	2	13	0	1	0	1	1	0	1	1	0	0	20	0	24	4	2	1	0	1	1	4	2	1	0	0	0	10	7	10	0	2	3	0	4	2	0	0	0	3	0	1	0	0	0	2	8	0
M01895_13_000000000-ABYEE_1_1101_8126_17756|gene_18S	0	1	0	0	3	0	0	0	0	0	0	0	1	3	1	0	0	0	1	0	0	0	0	4	0	0	1	9	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	7	2	0	0	1	0
M01895_13_000000000-ABYEE_1_1102_13760_18641|gene_18S	3	5	1	2	1	1	3	0	4	5	1	1	4	5	0	0	7	0	2	0	4	20	12	2	3	0	0	6	5	0	6	1	2	3	0	10	3	2	0	2	7	0	10	2	5	3	3	2	3	0	20	1	3	3	0	0
M01895_13_000000000-ABYEE_1_1101_10238_11776|gene_18S	0	3	1	0	0	0	0	3	5	0	0	7	0	2	0	6	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	1	1	0	0	1	0	0	0	0	0	3	0	0	0	8	0	0
M01895_13_000000000-ABYEE_1_2108_19899_6458|gene_18S	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	1	2	2	0	4	3	0	0	0	4	0	12	4	0	3	2	2
M01895_13_000000000-ABYEE_1_2105_19658_15672|gene_18S	0	0	3	1	0	0	0	0	0	0	0	2	0	3	0	3	8	8	0	0	0	24	0	0	3	0	0	5	1	0	0	1	0	0	0	0	2	0	0	3	0	0	0	1	1	0	6	1	0	0	0	0	3	5	0	0
M01895_13_000000000-ABYEE_1_2106_20099_2351|gene_18S	0	9	7	0	2	0	3	0	0	27	0	0	0	0	0	0	0	0	0	0	124	0	48	41	0	32	5	0	44	0	62	10	23	3	0	56	31	22	1	0	0	0	8	0	10	0	1	76	0	1	0	2	42	0	291	0
M01895_13_000000000-ABYEE_1_1101_9702_20579|gene_18S	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1112_9918_24782|gene_18S	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	3	0	0	0	1	0	0	1	2	0	2	0	0	0	1	0	5	0	0	1	2	1	3	2	0	0	0	21	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_21231_15292|gene_18S	0	2	0	0	1	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	4	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	11	3	1	0	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2104_18298_21275|gene_18S	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	7	0	0	4	0	0
M01895_13_000000000-ABYEE_1_2113_21794_13841|gene_18S	0	0	1	0	0	0	0	0	3	0	2	0	3	0	0	0	0	0	2	4	7	0	0	1	0	0	3	1	0	2	2	0	0	0	0	4	2	0	0	2	0	1	0	0	1	2	10	0	0	0	0	0	0	0	1	4
M01895_13_000000000-ABYEE_1_1101_6447_7598|gene_18S	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	17	0	1	0	0	2	0	0
M01895_13_000000000-ABYEE_1_1109_20700_13149|gene_18S	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	3	0	0
M01895_13_000000000-ABYEE_1_1104_19746_24017|gene_18S	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	42	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	20	25	0	0	0	1	0	0	0	0	0	0	2	0	0	19	0	0
M01895_13_000000000-ABYEE_1_1108_17704_11227|gene_18S	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	19	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	1	0	0	1	0	0
M01895_13_000000000-ABYEE_1_1110_16214_13435|gene_18S	11	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	15	0	0	0	0	1	0	0	0	0	0	3	0	0	11
M01895_13_000000000-ABYEE_1_2111_10996_3280|gene_18S	0	0	0	0	1	2	1	0	0	0	2	0	1	0	0	0	3	0	0	0	4	8	2	2	1	2	0	0	5	3	3	0	0	0	1	0	2	2	0	7	0	0	1	4	7	0	5	0	0	1	15	1	1	0	0	0
M01895_13_000000000-ABYEE_1_1101_7938_5303|gene_18S	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1109_6086_13426|gene_18S	0	1	4	4	0	2	0	0	0	0	0	0	1	7	0	0	4	1	0	0	3	6	4	0	0	0	0	2	2	0	1	0	0	0	0	3	0	1	0	0	0	0	9	2	0	1	1	8	0	1	6	5	0	1	0	1
M01895_13_000000000-ABYEE_1_1101_4929_21656|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	9	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	2	1	0	0	16	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2108_24088_20715|gene_18S	0	0	2	0	1	0	0	3	2	1	2	6	0	7	0	7	2	3	2	0	0	0	0	0	0	0	2	8	0	0	2	0	0	4	0	0	0	0	2	7	3	0	6	1	1	0	0	0	0	2	25	0	0	3	0	0
M01895_13_000000000-ABYEE_1_1102_19378_16261|gene_18S	0	1	0	5	3	0	9	2	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	4	0	0	2	15	0	0	0	0	1	2	1	0	0	1	0	0
M01895_13_000000000-ABYEE_1_2101_6009_11283|gene_18S	0	1	0	0	5	2	0	2	0	7	3	0	2	4	3	0	2	1	2	1	6	10	1	0	2	0	2	2	1	3	1	3	1	2	0	5	1	5	1	1	3	3	5	10	9	6	5	9	1	4	41	0	2	0	0	1
M01895_13_000000000-ABYEE_1_1107_14530_8168|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
M01895_13_000000000-ABYEE_1_2106_13892_14024|gene_18S	1	3	0	1	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	14	1	0	0	2	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	4	0	0	0	1	0	1	0	0	1
M01895_13_000000000-ABYEE_1_1101_21232_23493|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_14553_17743|gene_18S	0	0	0	0	0	0	0	11	0	0	0	1	0	1	0	12	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_4662_16865|gene_18S	0	0	0	0	0	1	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	41	0	0	6	2	0	0	0	0	3	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_22071_13586|gene_18S	0	1	1	0	13	1	0	2	3	0	0	1	1	1	0	3	1	2	0	0	0	0	0	0	0	2	3	7	0	1	2	0	0	0	0	1	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2112_21484_6540|gene_18S	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	24	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_24550_18889|gene_18S	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	2	0	2	0	7	0	0	5	4	0	2	0	0	0	1	2	0	0	0	2	0
M01895_13_000000000-ABYEE_1_1102_20261_18781|gene_18S	0	0	0	12	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	11	0	0	0	0	0	0	0	14	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	8	0	0
M01895_13_000000000-ABYEE_1_1102_18921_17370|gene_18S	0	4	5	4	0	0	0	8	2	0	0	3	1	1	0	11	8	4	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	4	0	1	0	1	1	2	0	1	1	0	6	1	3	0	20	0	0
M01895_13_000000000-ABYEE_1_1108_21263_18964|gene_18S	1	1	0	0	0	0	0	0	0	0	11	0	4	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	4	5	0	0	0	1	0	1	0	0	3	0	0	1	0	0	0	2	2	0	0	3	1	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_14567_26808|gene_18S	0	2	0	1	3	0	0	0	0	0	1	0	2	0	1	0	1	0	1	2	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	2	0	1	0	0	0
M01895_13_000000000-ABYEE_1_1105_17373_21903|gene_18S	0	0	0	0	0	0	0	0	0	0	1	1	0	3	1	0	2	1	4	4	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	2	7	0	0	0	0	1
M01895_13_000000000-ABYEE_1_1112_24061_17983|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	12	0	4	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	1	0	1	2	0	0	1	5	0	10	0	0	0
M01895_13_000000000-ABYEE_1_1106_21070_8458|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	8	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	1	14	0	6	0	0	0
M01895_13_000000000-ABYEE_1_1111_19149_5498|gene_18S	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	5	2	0	0	0	0	0	2	0	0	10	0	0	0	1	0	0	3	5	1	0	2	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1112_6780_23147|gene_18S	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	2	0	1	0	6	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	1	0	1	0	3	2	0	0	0	1	0	1	0	0	5
M01895_13_000000000-ABYEE_1_2108_14707_17677|gene_18S	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	1	4	6	6	2	2	2	8	3	0	3	16	1	0	0	0	0	0	1	1	0	0	2	0	0	0	2	0	0	0	2	0	4	0	0	0
M01895_13_000000000-ABYEE_1_1107_13162_23082|gene_18S	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	0
M01895_13_000000000-ABYEE_1_1101_23005_12805|gene_18S	0	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	1	4	18	0	14	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1105_20568_5224|gene_18S	1	6	0	3	0	0	0	1	0	21	0	1	0	0	0	0	0	0	3	0	0	1	0	0	1	6	0	0	0	11	2	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2	2	0	1	0	0	16	1	1	7
M01895_13_000000000-ABYEE_1_1102_18208_23468|gene_18S	1	0	0	0	2	1	0	0	0	2	0	0	0	1	1	0	0	0	2	1	4	13	0	0	0	1	0	0	0	1	3	0	2	1	0	5	0	1	0	3	0	1	6	3	6	0	2	3	0	0	14	0	0	0	0	1
M01895_13_000000000-ABYEE_1_1108_13003_14965|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	31	0	0	1	2	0	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_5852_18341|gene_18S	0	3	0	12	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	17	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_11826_4688|gene_18S	0	0	0	0	0	0	0	1	0	0	1	0	7	1	0	0	0	0	2	0	0	0	1	0	0	0	4	3	0	3	2	0	0	0	0	2	0	0	0	3	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0
M01895_13_000000000-ABYEE_1_1103_21180_20797|gene_18S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
