OTU_id	CM30c28-P	CM30c62-D	Plot07-M	LB1-E	Plot05-I	CM30c39-E	Plot01-L	CM30c53-I	CM31a5-A	CM30c46-D	CM30c-O	CM30c28-N	CM30d3-L	CM30c44-B	CM30c37-E	CM30c62-M	CM30c37-L	CM30c51-H	Plot05-N	CM30d12-H	Plot03-N	CM30c46-O	CM30b58-C	CM30b60-E	CM30c-P	Plot04-A	CM30c39-A	CM30c60-B	Plot01-B	CM30b51-M	CM30d12-L	Plot08-I	CM30c44-C	Plot04-N	LB5-I	CM30d3-D	CM30b58-I	LB1-A	LB5-A	CM30c30-L	Plot06-I	CM30c53-B	CM30c51-I	Plot02-C	CM30c35-D	Plot03-H	CM30b51-B	CM31a5-B	CM30c30-N	CM30b60-M	Plot02-M	Plot08-O	Plot06-N	CM30c35-B	Plot07-N	CM30c60-A
M00598_54_000000000-ABCWN_1_1101_14062_6542|gene_16S	3	0	0	4	1	3	3	4	11	5	0	1	0	0	0	0	1	0	0	3	3	2	0	23	2	5	26	0	1	3	3	0	1	9	0	0	1	1	5	0	2	1	0	0	0	0	1	3	1	5	0	2	1	1	0	5
M00598_54_000000000-ABCWN_1_1102_20069_17741|gene_16S	0	0	2	6	2	4	0	0	8	0	5	0	2	0	1	0	2	0	0	6	0	12	2	3	20	0	1	1	0	0	0	0	0	0	0	0	2	9	22	1	1	0	1	3	1	1	0	1	4	0	0	11	0	0	2	1
M00598_54_000000000-ABCWN_1_2118_23308_4176|gene_16S	4	0	9	1	0	0	1	0	0	0	0	0	0	0	0	1	2	0	2	3	0	4	2	0	0	0	3	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	4	0	0	1	3	1	0	1	0	3	0	3	0
M00598_54_000000000-ABCWN_1_2118_9941_14299|gene_16S	0	0	0	0	0	0	6	2	0	0	0	0	1	2	0	0	0	0	0	4	1	0	5	1	0	12	0	0	0	5	1	0	2	7	9	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2109_8159_20702|gene_16S	0	0	5	1	3	0	9	1	0	0	0	0	3	6	0	0	2	8	2	1	2	2	7	13	0	69	0	0	2	1	4	0	0	27	6	7	2	2	0	0	5	0	0	0	0	2	6	0	0	9	0	4	0	0	0	1
M00598_54_000000000-ABCWN_1_2117_23197_6248|gene_16S	0	0	0	0	2	0	3	1	0	1	0	0	0	4	0	0	3	0	0	3	2	0	3	4	1	2	0	0	0	1	0	2	0	4	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0
M00598_54_000000000-ABCWN_1_1104_16633_20216|gene_16S	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	1	0	0	1	3	8	0	2	3	0	2	0	2	0	1	2	0	2	2	0	0	0	1	0	0	3	4	5	8	0	0	0	0	1	0	1	0	0
M00598_54_000000000-ABCWN_1_1104_17751_1340|gene_16S	1	2	5	3	0	2	0	4	17	0	0	1	4	0	5	0	1	0	1	3	0	1	4	5	0	0	10	0	0	10	3	0	3	0	6	4	1	3	9	3	0	0	0	1	0	2	1	17	2	0	1	1	0	1	3	0
M00598_54_000000000-ABCWN_1_1119_24772_20667|gene_16S	1	0	0	1	0	1	2	1	10	0	2	0	1	4	0	1	0	2	1	2	1	0	2	3	2	4	3	0	3	6	2	1	2	5	3	0	2	1	2	0	3	1	0	0	0	1	2	3	0	1	2	0	5	3	7	0
M00598_54_000000000-ABCWN_1_1106_21540_15163|gene_16S	0	0	0	0	1	0	2	2	0	0	2	0	1	4	0	7	2	0	0	1	0	0	1	8	0	116	0	0	2	2	0	0	0	26	9	2	0	0	0	0	0	2	1	0	0	0	9	0	0	4	0	0	3	0	0	0
M00598_54_000000000-ABCWN_1_1113_12864_9591|gene_16S	0	0	1	1	3	0	6	1	0	0	0	0	1	9	0	0	5	2	1	0	5	0	1	7	1	41	23	1	2	0	0	0	1	24	5	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	1	0	0	0
M00598_54_000000000-ABCWN_1_2105_24775_15684|gene_16S	1	0	0	0	1	2	0	0	0	5	0	2	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	1	0	0	7	0	0	4	78	1	0	1	0	0	0	0	0	1	9	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_7998_7238|gene_16S	0	0	0	0	0	0	1	0	0	0	1	0	0	44	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_20555_19501|gene_16S	0	0	0	1	0	33	0	0	5	0	0	0	0	0	1	0	2	4	0	15	0	0	1	0	0	0	0	7	0	3	11	0	0	1	1	0	7	1	1	1	9	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1114_16186_10483|gene_16S	0	0	0	2	0	0	0	1	4	0	1	3	1	0	1	0	0	0	0	7	0	2	0	4	0	0	0	0	0	3	0	0	0	0	3	0	0	1	10	4	0	1	0	0	0	0	0	2	1	2	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1111_8969_14315|gene_16S	0	3	0	1	1	0	43	3	4	1	2	0	2	10	1	7	5	1	1	1	4	0	13	10	2	117	7	1	12	4	5	0	2	56	9	4	1	1	0	0	5	1	2	0	1	0	11	1	0	11	3	0	2	0	2	2
M00598_54_000000000-ABCWN_1_1102_16895_11116|gene_16S	0	0	0	39	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_7939_3610|gene_16S	2	7	0	7	0	4	0	3	2	4	3	7	6	0	0	0	1	3	0	2	1	3	2	0	0	0	0	0	0	9	1	4	0	0	7	1	2	2	0	0	0	0	0	0	1	0	2	3	0	0	0	0	1	0	0	0
M00598_54_000000000-ABCWN_1_1119_21199_7979|gene_16S	3	0	5	11	5	29	0	0	1	3	0	0	4	0	4	3	7	0	0	6	0	11	5	4	0	0	4	2	0	1	10	13	0	4	6	10	6	3	2	0	1	3	0	5	1	1	1	4	1	0	1	6	6	7	1	0
M00598_54_000000000-ABCWN_1_1106_12069_6070|gene_16S	0	0	3	0	2	11	3	0	1	0	0	2	0	2	0	0	4	7	0	0	2	1	0	2	4	0	5	0	0	0	1	0	1	1	0	0	1	0	0	0	3	0	0	2	3	2	0	4	2	3	0	0	1	2	6	2
M00598_54_000000000-ABCWN_1_1110_15072_23343|gene_16S	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	7	2	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	13	0	0	0	0
M00598_54_000000000-ABCWN_1_2102_11193_11842|gene_16S	0	0	0	10	2	0	1	3	0	0	0	0	15	3	0	0	2	4	0	1	1	0	4	2	0	10	3	0	0	0	0	0	1	4	0	9	1	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	1	0	0	0
M00598_54_000000000-ABCWN_1_1114_18372_14315|gene_16S	0	0	0	0	0	0	12	0	0	0	0	2	0	10	1	0	1	0	0	1	1	0	0	3	1	20	1	0	5	0	1	0	3	6	1	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	27	0	7	0	0	0
M00598_54_000000000-ABCWN_1_1103_16532_24092|gene_16S	0	0	0	3	2	2	0	0	0	0	0	0	3	0	1	0	1	1	0	1	0	0	2	0	1	0	0	0	0	2	2	2	1	2	6	11	0	0	0	0	1	0	2	6	0	1	2	0	1	2	1	2	0	0	2	0
M00598_54_000000000-ABCWN_1_1107_15960_2607|gene_16S	0	5	10	12	3	40	0	4	32	8	1	4	5	0	13	1	2	12	0	14	7	2	5	10	1	0	6	5	0	10	2	8	2	8	20	3	5	3	11	0	3	5	3	2	4	0	2	11	1	4	8	7	6	4	6	8
M00598_54_000000000-ABCWN_1_2119_24131_19235|gene_16S	0	0	0	1	0	0	7	2	0	0	0	0	0	6	0	1	1	0	1	1	2	0	5	3	0	19	0	0	4	1	0	0	0	14	0	1	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	1	0	0	0
M00598_54_000000000-ABCWN_1_1112_14404_21757|gene_16S	0	0	1	3	0	0	0	0	0	0	1	0	1	0	0	0	3	7	1	0	2	0	0	11	0	5	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	4	6	2	1	0	0	5	0	3	0	1	1	2
M00598_54_000000000-ABCWN_1_2109_6714_11294|gene_16S	0	0	5	2	0	0	3	0	0	0	0	0	0	0	0	0	2	8	2	0	0	0	2	14	0	5	34	0	0	3	22	0	4	12	0	3	0	0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	2	1	0	0
M00598_54_000000000-ABCWN_1_1105_7761_14073|gene_16S	1	0	3	5	4	19	0	2	1	2	2	4	5	0	3	1	4	0	0	8	0	10	1	2	6	0	4	0	0	7	6	7	1	0	9	1	0	0	3	3	6	1	0	13	0	2	2	5	5	0	5	3	4	2	0	0
M00598_54_000000000-ABCWN_1_1102_12051_12400|gene_16S	0	0	0	0	0	26	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_9206_6969|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	57	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2107_19574_11852|gene_16S	0	0	0	3	1	0	9	2	0	0	0	0	0	10	0	0	0	1	0	0	0	0	1	4	1	29	0	0	5	0	1	0	1	17	4	0	0	0	0	0	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1104_8872_10729|gene_16S	0	0	0	1	2	0	0	0	1	21	0	3	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	2	0	1	0	2	5	0	0	0	9	2	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0
M00598_54_000000000-ABCWN_1_1116_29106_13593|gene_16S	0	0	0	0	0	1	64	7	0	0	0	48	0	0	0	0	0	0	0	11	0	1	0	0	0	20	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0
M00598_54_000000000-ABCWN_1_1117_16998_15613|gene_16S	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	4	0	2	0	0	0	0	4	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2112_18941_7565|gene_16S	0	0	0	3	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	5	0	16	0	0	0	0	0	0	1	6	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	2	0
M00598_54_000000000-ABCWN_1_1107_10229_1303|gene_16S	0	0	9	9	2	4	0	2	1	4	0	0	9	1	9	1	3	3	1	1	1	2	5	11	0	1	9	0	0	7	0	4	2	6	21	10	5	1	2	0	3	0	0	0	1	0	1	9	2	0	0	1	1	4	8	0
M00598_54_000000000-ABCWN_1_2106_18071_15766|gene_16S	2	1	1	11	3	0	22	3	2	0	1	2	8	4	0	4	3	7	2	3	11	0	4	12	2	94	3	0	7	8	3	3	4	44	6	1	4	0	0	0	6	1	3	0	0	0	12	23	1	6	0	2	5	1	0	0
M00598_54_000000000-ABCWN_1_2108_14465_7155|gene_16S	0	0	0	4	2	0	2	0	0	0	0	0	1	2	1	0	1	2	0	0	0	0	3	2	0	0	0	3	4	0	0	0	3	5	3	3	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0
M00598_54_000000000-ABCWN_1_1102_20026_14676|gene_16S	2	1	0	2	5	2	0	2	19	14	14	1	0	0	0	0	0	0	1	6	1	13	8	0	1	0	0	1	0	4	0	0	0	0	3	0	0	13	2	0	0	1	0	4	0	0	0	6	2	0	0	1	0	0	0	0
M00598_54_000000000-ABCWN_1_1109_6470_14089|gene_16S	0	0	11	14	3	7	8	0	1	0	0	0	18	23	14	0	11	17	10	2	1	6	1	39	9	7	12	2	5	4	7	1	24	7	6	10	6	2	0	0	8	0	4	4	7	5	0	7	0	15	4	3	6	2	10	5
M00598_54_000000000-ABCWN_1_1102_11347_16813|gene_16S	0	2	0	0	2	0	5	1	1	1	2	0	3	3	0	3	1	0	1	0	1	1	2	2	0	56	8	1	1	1	0	0	0	13	2	0	1	0	2	0	0	7	1	5	0	0	1	0	0	1	0	7	0	2	0	0
M00598_54_000000000-ABCWN_1_2111_8829_7897|gene_16S	0	1	0	2	5	2	3	1	9	5	0	0	2	0	6	2	1	4	3	0	1	3	1	9	6	0	3	0	3	5	4	0	0	2	4	1	7	5	6	0	4	0	1	0	2	0	2	13	0	0	1	1	7	2	4	1
M00598_54_000000000-ABCWN_1_1111_19726_20350|gene_16S	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	12	2	0	4	3	0	0	0	0	0	0	9	3	1	2	0	0	0	1	1	0	0	0	0	21	0	0	3	0	0	0	0	1	0
M00598_54_000000000-ABCWN_1_2118_19007_10984|gene_16S	0	0	3	6	1	3	0	1	2	2	0	0	5	0	0	0	1	0	0	1	2	7	3	3	3	0	1	0	0	1	1	0	1	1	21	1	2	0	4	4	1	0	0	1	0	2	0	0	0	0	0	4	0	0	0	1
M00598_54_000000000-ABCWN_1_1101_16277_11079|gene_16S	0	5	0	0	0	0	0	2	3	0	13	1	0	0	0	19	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2111_18168_16729|gene_16S	3	2	2	3	2	2	0	3	12	1	21	0	2	0	0	0	2	0	0	2	2	7	1	0	5	0	0	0	0	5	0	1	0	2	0	0	2	0	2	0	0	1	0	0	1	3	0	8	1	0	2	0	1	0	1	0
M00598_54_000000000-ABCWN_1_2115_11388_21084|gene_16S	0	0	2	2	1	0	10	0	0	0	0	0	1	1	5	0	4	1	3	2	0	0	1	29	0	0	0	1	1	0	3	0	3	10	1	7	2	0	0	0	5	0	1	0	0	0	4	0	0	0	0	10	0	1	2	0
M00598_54_000000000-ABCWN_1_2108_17095_9063|gene_16S	0	0	4	5	0	0	0	0	1	1	4	0	0	0	1	0	2	0	0	0	0	0	1	0	3	0	0	0	0	0	2	27	0	1	0	0	0	0	0	0	0	0	0	8	4	2	0	1	0	2	4	18	0	1	0	0
M00598_54_000000000-ABCWN_1_2107_10893_3922|gene_16S	1	1	12	11	10	8	0	5	17	17	23	2	6	0	3	0	11	3	5	8	2	23	6	2	13	1	9	0	0	8	5	6	3	6	10	2	2	2	3	7	0	3	0	4	10	2	3	14	4	0	2	5	3	4	7	0
M00598_54_000000000-ABCWN_1_2101_18474_1481|gene_16S	3	0	3	7	10	0	3	2	0	0	1	0	8	0	0	3	1	1	0	2	1	0	5	6	0	8	5	0	0	0	0	0	0	6	0	6	3	0	0	0	1	0	0	0	0	2	5	1	0	1	0	0	1	0	1	0
M00598_54_000000000-ABCWN_1_1117_15457_24034|gene_16S	0	0	0	2	0	0	3	1	0	0	0	0	7	0	5	1	2	1	0	0	1	1	3	4	0	11	3	0	2	0	1	0	0	14	2	8	4	0	0	0	2	0	0	0	0	0	3	0	0	0	0	1	7	0	0	1
M00598_54_000000000-ABCWN_1_2109_21641_3522|gene_16S	0	0	0	0	0	0	47	0	1	0	0	0	0	20	0	1	0	25	2	0	0	0	4	19	0	94	7	0	50	0	0	0	10	80	13	0	0	0	0	1	0	0	0	0	0	0	2	0	0	9	0	0	1	0	4	0
M00598_54_000000000-ABCWN_1_1103_22446_11152|gene_16S	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
M00598_54_000000000-ABCWN_1_1109_16549_14454|gene_16S	0	0	4	1	0	0	7	0	0	0	0	0	0	3	2	0	0	6	0	0	1	0	2	15	0	6	6	0	16	0	0	0	6	12	1	3	3	0	0	0	1	0	0	0	3	0	7	0	0	3	0	0	6	0	2	0
M00598_54_000000000-ABCWN_1_1102_17247_8904|gene_16S	0	0	0	20	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1117_23620_19957|gene_16S	0	0	2	0	0	0	1	0	0	0	1	0	0	2	0	0	1	12	1	0	0	2	2	3	4	0	0	0	7	4	2	0	1	0	3	1	0	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	7	2	1	2
M00598_54_000000000-ABCWN_1_1102_7143_18165|gene_16S	0	0	0	0	0	1	0	0	11	1	0	0	0	0	0	0	0	0	0	0	1	6	0	1	0	1	0	0	0	1	9	4	1	0	2	0	4	0	0	0	0	0	1	4	0	2	0	0	0	0	5	14	0	1	0	0
M00598_54_000000000-ABCWN_1_2109_8914_14664|gene_16S	0	0	4	3	2	1	10	0	0	0	0	0	0	39	0	0	1	2	0	1	0	0	1	7	0	8	7	1	1	2	1	0	13	5	1	7	2	1	3	0	0	0	0	0	0	1	11	1	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_7970_15768|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	76	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
M00598_54_000000000-ABCWN_1_1103_6485_12984|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	10	0	0	0	0	0	0	0	16	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_23216_12489|gene_16S	0	0	5	5	2	1	6	2	3	0	0	0	1	4	5	0	3	1	1	0	2	1	4	8	1	2	2	0	4	1	3	0	2	12	7	6	1	0	0	0	6	0	0	0	0	1	1	0	1	2	0	0	9	0	0	1
M00598_54_000000000-ABCWN_1_1102_3204_13299|gene_16S	0	0	8	2	0	0	2	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	2	3	0	0	3	0	1	0	1	3	0	3	0	1	2	0	0	0	0	0	0	0	0	6	0	1	0	3	1	2	0	2	1	1
M00598_54_000000000-ABCWN_1_1105_26235_4080|gene_16S	0	0	0	0	0	13	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	9	0	0	52	0	0	0	0	0	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M00598_54_000000000-ABCWN_1_2105_9540_19173|gene_16S	0	0	1	4	2	1	5	3	2	0	0	0	1	4	0	2	3	4	1	2	1	0	5	1	2	39	1	0	4	6	1	0	0	9	6	2	0	1	0	0	5	2	0	0	0	2	14	4	0	0	0	1	0	2	0	1
M00598_54_000000000-ABCWN_1_2119_13817_10295|gene_16S	0	0	0	6	0	1	12	0	0	0	0	0	2	1	1	3	2	3	1	6	0	0	0	1	0	22	2	0	1	0	0	0	2	8	1	1	0	0	0	0	0	5	0	0	0	0	3	0	0	3	0	0	1	0	0	1
M00598_54_000000000-ABCWN_1_2103_23558_17097|gene_16S	8	3	4	11	9	9	1	2	25	29	0	5	6	0	2	0	2	1	2	3	1	10	5	7	8	0	6	2	5	24	7	12	3	1	22	7	0	13	12	6	3	6	1	2	5	2	4	35	5	1	5	4	6	6	2	2
M00598_54_000000000-ABCWN_1_1113_3708_14183|gene_16S	0	7	1	4	12	0	0	0	6	4	8	3	3	0	0	1	1	0	1	1	1	1	3	1	1	0	0	0	0	5	9	0	0	3	0	0	0	0	0	0	1	0	0	0	1	3	3	2	2	1	1	3	0	3	0	0
M00598_54_000000000-ABCWN_1_1112_29464_13525|gene_16S	0	0	6	0	1	11	0	0	0	0	6	0	3	0	1	0	6	0	1	5	0	0	2	7	0	0	11	0	0	0	1	0	0	0	0	7	2	0	0	0	1	0	1	2	1	3	0	0	0	2	0	3	1	0	6	3
M00598_54_000000000-ABCWN_1_1101_20684_19080|gene_16S	0	3	0	21	0	0	0	0	0	2	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	3	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1102_16563_22030|gene_16S	7	2	0	0	1	0	0	2	2	5	16	3	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	2	0	5	0	0	1	0	0	0	1	1	0	4	0	1	0	0	0	3	4	0	0	0	3	0	0	0
M00598_54_000000000-ABCWN_1_1105_23540_10047|gene_16S	0	0	0	0	0	0	0	0	0	10	1	0	1	0	0	0	0	0	0	1	0	18	0	1	2	0	0	0	0	1	0	4	2	0	17	1	0	0	0	3	0	1	0	2	0	0	0	2	0	0	0	1	0	0	0	0
M00598_54_000000000-ABCWN_1_2102_22758_23960|gene_16S	3	0	0	2	0	0	0	32	6	3	4	6	1	0	1	0	0	0	0	15	4	0	1	0	0	2	0	0	0	13	1	0	0	8	1	0	0	0	0	0	1	7	0	0	1	0	1	4	2	0	0	0	1	0	0	0
M00598_54_000000000-ABCWN_1_2106_23005_12627|gene_16S	0	0	0	19	5	1	0	2	0	0	0	0	18	0	2	4	4	2	2	6	2	3	2	6	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	1	0	0	7	2	2	0	0	0	1	2	7	0	0	0	0
M00598_54_000000000-ABCWN_1_1109_25024_5292|gene_16S	0	0	0	0	2	0	7	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	14	0	0	12	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2109_10655_20212|gene_16S	1	0	0	2	0	0	0	5	8	19	0	0	0	0	0	0	0	0	0	7	0	5	0	0	0	0	0	4	0	4	0	0	0	1	10	0	0	20	30	8	0	1	0	0	1	0	0	11	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1105_25510_7013|gene_16S	0	0	0	0	0	0	4	0	0	0	0	0	2	4	0	0	0	2	1	0	0	0	1	10	0	15	1	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	1	0
M00598_54_000000000-ABCWN_1_1109_18922_2937|gene_16S	1	3	0	2	9	1	0	0	1	0	7	3	0	0	0	5	1	3	3	1	13	1	6	0	12	0	0	0	0	4	0	4	0	2	0	1	0	0	0	0	0	0	2	6	0	0	0	9	7	1	1	3	0	0	1	3
M00598_54_000000000-ABCWN_1_1103_12752_19194|gene_16S	26	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	5	10	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1103_13984_8414|gene_16S	0	0	0	8	0	1	0	0	3	3	1	0	2	0	1	0	0	0	0	1	0	2	7	0	0	0	0	0	0	2	0	3	0	0	22	7	1	9	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0
M00598_54_000000000-ABCWN_1_1101_19675_5645|gene_16S	1	0	161	26	2	101	0	0	1	0	0	0	0	65	62	0	1	0	30	40	0	0	0	391	10	0	220	0	0	0	13	0	51	0	20	72	24	16	0	0	0	0	0	1	0	0	0	0	5	61	2	0	63	0	168	0
M00598_54_000000000-ABCWN_1_1105_18223_4060|gene_16S	2	0	0	2	3	0	0	0	33	3	3	1	0	0	0	2	0	0	0	0	3	7	2	0	0	2	0	0	0	2	0	0	0	1	0	3	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	2	0	0
M00598_54_000000000-ABCWN_1_1106_9182_10525|gene_16S	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	22	0	0	4	0	0	0	0	2	1	0	1	0	0	0	0	4	0	0	0	1	2	0	0	0	0	1	0	0	0	0
M00598_54_000000000-ABCWN_1_1105_15770_14534|gene_16S	0	5	0	2	5	1	0	0	8	7	29	2	0	0	0	0	0	0	0	13	1	2	0	0	9	1	0	0	0	0	0	3	0	3	9	0	2	8	5	2	0	3	0	2	0	0	1	5	6	0	0	0	0	0	0	2
M00598_54_000000000-ABCWN_1_2112_19993_8413|gene_16S	2	9	94	61	21	122	0	4	37	18	11	0	29	12	98	5	30	17	27	36	5	24	19	202	108	4	58	9	4	29	23	25	3	8	10	36	146	4	3	1	61	14	8	101	3	25	28	39	3	42	34	27	54	18	95	6
M00598_54_000000000-ABCWN_1_1110_20150_23403|gene_16S	11	5	3	5	0	0	0	14	3	1	2	8	1	1	4	0	1	0	0	4	1	6	1	14	3	5	4	0	0	3	2	0	0	1	4	4	0	9	0	0	0	0	2	0	0	2	4	1	9	0	2	0	1	0	1	1
M00598_54_000000000-ABCWN_1_2104_24409_9872|gene_16S	0	0	4	1	5	4	2	1	9	1	0	0	0	2	5	2	7	3	2	0	0	5	1	0	0	0	5	0	0	4	3	8	0	0	2	3	0	5	1	1	1	0	6	0	4	3	1	15	0	0	4	3	0	1	0	0
M00598_54_000000000-ABCWN_1_1107_22227_10807|gene_16S	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	5	0	0	1	1	12	0	0	1	0	0	0	1	0	0	4	2	7	0	0	0	0	1	0	0	0	0	0	5	0	0	2	0	4	3	1	3	2
M00598_54_000000000-ABCWN_1_1116_5886_9161|gene_16S	0	0	0	1	2	0	2	2	0	0	0	0	0	0	1	0	1	1	1	0	0	3	6	3	0	0	0	0	0	0	0	0	0	2	0	4	1	0	0	0	1	0	1	0	1	2	2	0	0	0	0	4	0	0	0	1
M00598_54_000000000-ABCWN_1_2105_13994_4035|gene_16S	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	29	0	0	0	0	0	0	0	21	1	0	7	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0
M00598_54_000000000-ABCWN_1_2109_22942_5285|gene_16S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
M00598_54_000000000-ABCWN_1_2110_10179_14663|gene_16S	0	14	0	0	5	0	0	0	6	0	33	10	0	0	0	0	7	2	0	0	1	0	1	0	8	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	4	0	0	4	2	1	3	0	4	0	0	0
M00598_54_000000000-ABCWN_1_1106_10914_9424|gene_16S	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	1	0	5	7	6	0	2	0	1	2	0	0	2	0	0	0	2	0	25	1	0	0	1	1	0	0	2	0	0	2	0	1	0	0	1	1
