OTU_id	CM30d3-L	CM30c60-B	LB5-A	Plot07-N	CM30c60-A	CM30c28-P	Plot03-N	CM30c53-I	CM30b58-C	CM30c62-D	LB1-A	CM30c35-D	CM30c28-N	CM30b58-I	CM30c37-E	CM30c51-H	CM30c30-L	CM30d12-L	CM30c37-L	CM30c62-M	Plot04-A	Plot05-N	CM30c30-N	CM30c-O	CM30c44-C	Plot08-I	CM30b51-M	Plot05-I	CM30d12-H	LB1-E	CM30c39-E	CM30b60-M	Plot08-O	CM30c39-A	CM30b60-E	Plot01-L	CM30c46-O	Plot03-H	Plot06-I	CM30c35-B	LB5-I	CM30d3-D	Plot02-M	CM30c46-D	CM31a5-B	CM31a5-A	CM30c44-B	Plot04-N	CM30c53-B	Plot01-B	CM30b51-B	Plot06-N	CM30c-P	Plot07-M	CM30c51-I	Plot02-C
M01895_13_000000000-ABYEE_1_1110_14714_13411|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_8560_20213|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_6945_14085|gene_ShCO1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_5128_20732|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_14686_15894|gene_ShCO1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	2	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	4	1	0	0	0	3	0	1	0	0	1	2	0	0	0	0	2	3	2	0	0	0
M01895_13_000000000-ABYEE_1_2104_4231_9829|gene_ShCO1	0	0	0	0	0	0	0	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_6499_11212|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2106_22239_20030|gene_ShCO1	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	4	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1105_18197_4491|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	6	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_11963_9515|gene_ShCO1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_10065_21273|gene_ShCO1	2	2	0	0	5	0	0	0	0	0	0	1	0	0	2	2	0	1	0	0	0	0	0	0	0	3	0	0	2	0	1	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_1101_6933_5201|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_16313_6060|gene_ShCO1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	2	0
M01895_13_000000000-ABYEE_1_1102_21312_11133|gene_ShCO1	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	16	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_14837_24421|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_7081_7820|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	3	0	0	3	0
M01895_13_000000000-ABYEE_1_1101_13618_4479|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1110_15381_26850|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	19	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
M01895_13_000000000-ABYEE_1_1103_15099_6644|gene_ShCO1	0	0	0	3	14	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M01895_13_000000000-ABYEE_1_1110_7109_11194|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
M01895_13_000000000-ABYEE_1_1104_17138_20775|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1113_14073_17950|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2103_27910_9577|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_23140_11535|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_18134_14387|gene_ShCO1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	2	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0
M01895_13_000000000-ABYEE_1_1109_9060_16959|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	8	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1109_2397_14738|gene_ShCO1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	2	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_7952_21304|gene_ShCO1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2112_25427_13090|gene_ShCO1	0	0	0	0	0	0	0	0	0	15	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_27898_22035|gene_ShCO1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_6020_7751|gene_ShCO1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	3	1	0	0	0	0	0	0	0	0	2	0	0	0	4	4	1	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	3	0
M01895_13_000000000-ABYEE_1_1105_4205_14507|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_11679_26109|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1108_6519_18785|gene_ShCO1	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	2	0
M01895_13_000000000-ABYEE_1_1101_13148_25801|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
M01895_13_000000000-ABYEE_1_2106_7628_7147|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_9117_13890|gene_ShCO1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
M01895_13_000000000-ABYEE_1_1102_24009_14213|gene_ShCO1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_18979_14155|gene_ShCO1	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_13546_9709|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2113_15371_2792|gene_ShCO1	0	0	0	2	3	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
M01895_13_000000000-ABYEE_1_1103_13483_8993|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_20454_8691|gene_ShCO1	11	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	5	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_14883_20016|gene_ShCO1	0	0	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_25486_20135|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1112_12918_18436|gene_ShCO1	1	2	1	0	2	0	0	1	0	0	0	2	0	14	5	2	0	0	2	3	12	8	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	4	3	1	1	5	0	0	1	0
M01895_13_000000000-ABYEE_1_1108_13537_8032|gene_ShCO1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2103_3745_12954|gene_ShCO1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1103_17058_8241|gene_ShCO1	0	0	0	0	0	8	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
M01895_13_000000000-ABYEE_1_1107_7854_11064|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0
M01895_13_000000000-ABYEE_1_1111_12905_21349|gene_ShCO1	0	0	0	2	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01895_13_000000000-ABYEE_1_2106_9718_15281|gene_ShCO1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3
M01895_13_000000000-ABYEE_1_1101_15961_21735|gene_ShCO1	1	0	0	0	0	2	0	0	4	0	0	2	0	6	1	0	0	5	0	0	0	0	0	0	0	2	0	1	2	0	1	0	2	0	0	0	0	0	0	2	0	0	6	0	0	2	0	0	0	0	0	0	3	0	0	0
M01895_13_000000000-ABYEE_1_1104_21402_10061|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M01895_13_000000000-ABYEE_1_1104_19643_9042|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_8670_13933|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	9	4	0	0	0	0
M01895_13_000000000-ABYEE_1_1105_10909_13314|gene_ShCO1	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_13260_9810|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_20683_14718|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	14	0	0
M01895_13_000000000-ABYEE_1_1109_14005_15768|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0
M01895_13_000000000-ABYEE_1_1106_9359_22666|gene_ShCO1	0	0	7	0	0	2	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01895_13_000000000-ABYEE_1_2105_16398_9860|gene_ShCO1	0	2	0	0	0	0	4	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	5	11	0	0	0	3	0	0	0
M01895_13_000000000-ABYEE_1_1107_24351_15137|gene_ShCO1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	11	0	7	0	0
M01895_13_000000000-ABYEE_1_1114_6741_15883|gene_ShCO1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	1	0	5	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01895_13_000000000-ABYEE_1_1112_28714_10293|gene_ShCO1	0	0	0	0	1	0	2	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_24528_21514|gene_ShCO1	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1112_7939_26458|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2111_12706_2748|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1107_14689_18525|gene_ShCO1	4	0	0	0	1	3	0	6	0	0	0	9	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	5	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2103_10644_12135|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2104_13525_7254|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_10782_25384|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
M01895_13_000000000-ABYEE_1_1114_7009_14530|gene_ShCO1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01895_13_000000000-ABYEE_1_1109_21466_13947|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
M01895_13_000000000-ABYEE_1_1114_13634_16880|gene_ShCO1	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	1	0	2	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01895_13_000000000-ABYEE_1_1108_13284_16470|gene_ShCO1	0	0	0	0	0	9	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2106_24093_6080|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1110_20382_27145|gene_ShCO1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_8635_5304|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_21514_18554|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_8810_18797|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2111_24373_25171|gene_ShCO1	0	0	1	0	0	0	0	0	0	0	1	0	2	2	0	0	3	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_12178_7647|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1109_19519_20798|gene_ShCO1	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_8095_4098|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_2107_9362_16080|gene_ShCO1	0	0	10	0	0	1	0	3	2	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0
M01895_13_000000000-ABYEE_1_2101_11688_22735|gene_ShCO1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	4
M01895_13_000000000-ABYEE_1_1101_20208_3705|gene_ShCO1	0	0	11	0	0	0	0	0	0	0	4	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1102_8490_10564|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0
M01895_13_000000000-ABYEE_1_1102_20975_6479|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M01895_13_000000000-ABYEE_1_1101_9660_6735|gene_ShCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
